0.000000	0.000000	0.000002	0.000000	0.000000	0.000000	0.000000	0.999998	0.000000	0.000000
0.000001	0.000000	0.999998	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000
0.000000	0.999724	0.000004	0.000000	0.000232	0.000000	0.000001	0.000033	0.000006	0.000000
0.999987	0.000000	0.000005	0.000000	0.000000	0.000000	0.000007	0.000000	0.000000	0.000001
0.000000	0.000000	0.000000	0.000000	0.999990	0.000000	0.000000	0.000000	0.000000	0.000010
0.000000	0.999818	0.000004	0.000000	0.000041	0.000000	0.000000	0.000131	0.000005	0.000000
0.000000	0.000000	0.000000	0.000000	0.999984	0.000000	0.000000	0.000000	0.000008	0.000008
0.000000	0.000000	0.000000	0.000001	0.000039	0.000002	0.000000	0.000000	0.000017	0.999941
0.000000	0.000000	0.000000	0.000000	0.000000	0.786022	0.212208	0.000000	0.001718	0.000052
0.000000	0.000000	0.000000	0.000000	0.000014	0.000000	0.000000	0.000004	0.000016	0.999966
1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000206	0.000000	0.000000	0.000000	0.000005	0.999789
0.999997	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000003
0.000000	0.999990	0.000000	0.000002	0.000003	0.000001	0.000000	0.000001	0.000003	0.000000
0.000000	0.000000	0.000000	0.000014	0.000000	0.999986	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	0.000000	0.000000	0.000000	0.999997
0.000000	0.000000	0.000000	0.000002	0.000000	0.000000	0.000000	0.999997	0.000000	0.000000
0.000013	0.000000	0.002272	0.940316	0.000000	0.015850	0.000003	0.000001	0.041544	0.000002
0.000000	0.000000	0.000000	0.000000	0.999997	0.000000	0.000000	0.000003	0.000000	0.000000
