0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
0.000000	0.000014	0.999985	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.999993	0.000000	0.000000	0.000000	0.000000	0.000000	0.000006	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.999988	0.000000	0.000000	0.000000	0.000000	0.000012
0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000029	0.000000	0.000000	0.996614	0.000000	0.000003	0.000001	0.000029	0.003324
0.000000	0.000000	0.000008	0.000023	0.000105	0.000005	0.000000	0.000008	0.000165	0.999685
0.000038	0.000000	0.000001	0.000001	0.000053	0.966349	0.025569	0.000000	0.007970	0.000018
0.000000	0.000000	0.000000	0.000000	0.000013	0.000000	0.000000	0.000667	0.000022	0.999298
1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000014	0.000000	0.000000	0.000000	0.000000	0.999985
1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000009	0.000000	0.999991	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000007	0.000000	0.000000	0.000001	0.000000	0.999993
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
0.001543	0.000013	0.001634	0.009540	0.000831	0.022826	0.000680	0.000064	0.929157	0.033713
0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
